      Lon      Lat    Year     Total
    41.75    60.75    1980     0.656
    41.75    60.75    1981     2.225
    41.75    60.75    1982     3.256
    41.75    60.75    1983     0.230
    41.75    60.75    1984     0.357
    41.75    60.75    1985     0.281
    41.75    60.75    1986     0.714
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.323
    41.75    60.75    1989     0.428
    41.75    60.75    1990     0.333
    41.75    60.75    1991     1.736
    41.75    60.75    1992     4.617
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.020
    41.75    60.75    1995     1.124
    41.75    60.75    1996     1.625
    41.75    60.75    1997     4.902
    41.75    60.75    1998     0.001
    41.75    60.75    1999     3.443
    41.75    60.75    2000     2.327
    41.75    60.75    2001     6.354
    41.75    60.75    2002     3.520
    41.75    60.75    2003     3.666
    41.75    60.75    2004     3.150
    41.75    60.75    2005     3.503
    41.75    60.75    2006     2.800
    41.75    60.75    2007     1.606
    41.75    60.75    2008     0.649
    41.75    60.75    2009     1.498
    41.75    60.75    2010     4.513
   142.25   -20.25    1980    44.078
   142.25   -20.25    1981    39.779
   142.25   -20.25    1982    60.489
   142.25   -20.25    1983    64.323
   142.25   -20.25    1984    57.176
   142.25   -20.25    1985    55.605
   142.25   -20.25    1986    52.715
   142.25   -20.25    1987    53.267
   142.25   -20.25    1988    49.283
   142.25   -20.25    1989    51.383
   142.25   -20.25    1990    85.132
   142.25   -20.25    1991    57.709
   142.25   -20.25    1992    52.543
   142.25   -20.25    1993    42.838
   142.25   -20.25    1994    74.322
   142.25   -20.25    1995    48.420
   142.25   -20.25    1996    47.116
   142.25   -20.25    1997    52.187
   142.25   -20.25    1998    53.912
   142.25   -20.25    1999    45.236
   142.25   -20.25    2000    42.238
   142.25   -20.25    2001    60.517
   142.25   -20.25    2002    70.531
   142.25   -20.25    2003    59.078
   142.25   -20.25    2004    60.700
   142.25   -20.25    2005    57.360
   142.25   -20.25    2006    71.798
   142.25   -20.25    2007    64.426
   142.25   -20.25    2008    64.437
   142.25   -20.25    2009    57.482
   142.25   -20.25    2010    30.482
