      Lon      Lat    Year     Total
    41.75    60.75    1980     0.821
    41.75    60.75    1981     2.633
    41.75    60.75    1982     3.715
    41.75    60.75    1983     0.357
    41.75    60.75    1984     0.475
    41.75    60.75    1985     0.584
    41.75    60.75    1986     0.818
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.449
    41.75    60.75    1989     0.447
    41.75    60.75    1990     0.490
    41.75    60.75    1991     1.770
    41.75    60.75    1992     5.564
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.391
    41.75    60.75    1995     1.160
    41.75    60.75    1996     2.089
    41.75    60.75    1997     5.354
    41.75    60.75    1998     0.058
    41.75    60.75    1999     3.474
    41.75    60.75    2000     2.533
    41.75    60.75    2001     7.143
    41.75    60.75    2002     4.115
    41.75    60.75    2003     4.181
    41.75    60.75    2004     3.621
    41.75    60.75    2005     4.062
    41.75    60.75    2006     3.460
    41.75    60.75    2007     1.838
    41.75    60.75    2008     0.810
    41.75    60.75    2009     2.011
    41.75    60.75    2010     4.916
   142.25   -20.25    1980    42.268
   142.25   -20.25    1981    38.760
   142.25   -20.25    1982    58.633
   142.25   -20.25    1983    61.729
   142.25   -20.25    1984    54.975
   142.25   -20.25    1985    53.615
   142.25   -20.25    1986    50.897
   142.25   -20.25    1987    51.950
   142.25   -20.25    1988    47.415
   142.25   -20.25    1989    49.244
   142.25   -20.25    1990    82.964
   142.25   -20.25    1991    56.279
   142.25   -20.25    1992    50.779
   142.25   -20.25    1993    41.089
   142.25   -20.25    1994    72.282
   142.25   -20.25    1995    46.722
   142.25   -20.25    1996    45.353
   142.25   -20.25    1997    50.284
   142.25   -20.25    1998    50.873
   142.25   -20.25    1999    43.494
   142.25   -20.25    2000    39.665
   142.25   -20.25    2001    58.160
   142.25   -20.25    2002    67.230
   142.25   -20.25    2003    56.256
   142.25   -20.25    2004    59.697
   142.25   -20.25    2005    54.369
   142.25   -20.25    2006    69.504
   142.25   -20.25    2007    62.862
   142.25   -20.25    2008    61.040
   142.25   -20.25    2009    56.393
   142.25   -20.25    2010    29.108
